po_number,supplier,sku,qty_ordered,qty_received,unit_cost,order_date,expected_date,received_date,location,fill_rate
PO01710-2,SUP008,SKU01710,56,56,62.95,2026-06-04,2026-06-12,2026-06-12,ST004,1.0
PO01710-3,SUP008,SKU01710,56,56,62.95,2026-06-29,2026-07-07,2026-07-07,ST004,1.0
PO01711-1,SUP011,SKU01711,350,350,76.95,2026-05-11,2026-05-20,2026-05-20,ST011,1.0
PO01711-2,SUP011,SKU01711,350,350,76.95,2026-06-05,2026-06-14,2026-06-14,ST011,1.0
PO01711-3,SUP011,SKU01711,350,350,76.95,2026-06-30,2026-07-09,2026-07-09,ST011,1.0
PO01712-1,SUP014,SKU01712,280,280,89.44,2026-05-12,2026-05-22,2026-05-22,ST018,1.0
PO01712-2,SUP014,SKU01712,280,280,89.44,2026-06-06,2026-06-16,2026-06-16,ST018,1.0
PO01712-3,SUP014,SKU01712,280,280,89.44,2026-07-01,2026-07-11,2026-07-11,ST018,1.0
PO01713-1,SUP017,SKU01713,294,294,89.23,2026-05-13,2026-05-20,2026-05-20,ST025,1.0
PO01713-2,SUP017,SKU01713,294,294,89.23,2026-06-07,2026-06-14,2026-06-14,ST025,1.0
PO01713-3,SUP017,SKU01713,294,294,89.23,2026-07-02,2026-07-09,2026-07-09,ST025,1.0
PO01714-1,SUP020,SKU01714,112,112,100.81,2026-05-14,2026-05-22,2026-05-22,ST032,1.0
PO01714-2,SUP020,SKU01714,112,112,100.81,2026-06-08,2026-06-16,2026-06-16,ST032,1.0
PO01714-3,SUP020,SKU01714,112,112,100.81,2026-07-03,2026-07-11,2026-07-11,ST032,1.0
PO01715-1,SUP023,SKU01715,406,406,110.86,2026-05-15,2026-05-24,2026-05-24,ST039,1.0
PO01715-2,SUP023,SKU01715,406,406,110.86,2026-06-09,2026-06-18,2026-06-18,ST039,1.0
PO01715-3,SUP023,SKU01715,406,406,110.86,2026-07-04,2026-07-13,2026-07-13,ST039,1.0
PO01716-1,SUP026,SKU01716,336,336,20.68,2026-05-09,2026-05-19,2026-05-19,ST046,1.0
PO01716-2,SUP026,SKU01716,336,336,20.68,2026-06-03,2026-06-13,2026-06-13,ST046,1.0
PO01716-3,SUP026,SKU01716,336,336,20.68,2026-06-28,2026-07-08,2026-07-08,ST046,1.0
PO01717-1,SUP029,SKU01717,350,350,28.19,2026-05-10,2026-05-17,2026-05-17,ST001,1.0
PO01717-2,SUP029,SKU01717,350,350,28.19,2026-06-04,2026-06-11,2026-06-11,ST001,1.0
PO01717-3,SUP029,SKU01717,350,350,28.19,2026-06-29,2026-07-06,2026-07-06,ST001,1.0
PO01718-1,SUP032,SKU01718,70,70,45.26,2026-05-11,2026-05-19,2026-05-19,ST008,1.0
PO01718-2,SUP032,SKU01718,70,70,45.26,2026-06-05,2026-06-13,2026-06-13,ST008,1.0
PO01718-3,SUP032,SKU01718,70,70,45.26,2026-06-30,2026-07-08,2026-07-08,ST008,1.0
PO01719-1,SUP035,SKU01719,462,462,62.59,2026-05-12,2026-05-21,2026-05-21,ST015,1.0
PO01719-2,SUP035,SKU01719,462,462,62.59,2026-06-06,2026-06-15,2026-06-15,ST015,1.0
PO01719-3,SUP035,SKU01719,462,462,62.59,2026-07-01,2026-07-10,2026-07-10,ST015,1.0
PO01720-1,SUP038,SKU01720,112,112,63.85,2026-05-13,2026-05-23,2026-05-23,ST022,1.0
PO01720-2,SUP038,SKU01720,112,112,63.85,2026-06-07,2026-06-17,2026-06-17,ST022,1.0
PO01720-3,SUP038,SKU01720,112,112,63.85,2026-07-02,2026-07-12,2026-07-12,ST022,1.0
PO01721-1,SUP041,SKU01721,406,406,72.27,2026-05-14,2026-05-21,2026-05-21,ST029,1.0
PO01721-2,SUP041,SKU01721,406,406,72.27,2026-06-08,2026-06-15,2026-06-15,ST029,1.0
PO01721-3,SUP041,SKU01721,406,406,72.27,2026-07-03,2026-07-10,2026-07-10,ST029,1.0
PO01722-1,SUP044,SKU01722,28,28,86.86,2026-05-15,2026-05-23,2026-05-23,ST036,1.0
PO01722-2,SUP044,SKU01722,28,28,86.86,2026-06-09,2026-06-17,2026-06-17,ST036,1.0
PO01722-3,SUP044,SKU01722,28,28,86.86,2026-07-04,2026-07-12,2026-07-12,ST036,1.0
PO01723-1,SUP047,SKU01723,518,518,104.34,2026-05-09,2026-05-18,2026-05-18,ST043,1.0
PO01723-2,SUP047,SKU01723,518,518,104.34,2026-06-03,2026-06-12,2026-06-12,ST043,1.0
PO01723-3,SUP047,SKU01723,518,518,104.34,2026-06-28,2026-07-07,2026-07-07,ST043,1.0
PO01724-1,SUP050,SKU01724,168,168,109.0,2026-05-10,2026-05-20,2026-05-20,ST050,1.0
PO01724-2,SUP050,SKU01724,168,168,109.0,2026-06-04,2026-06-14,2026-06-14,ST050,1.0
PO01724-3,SUP050,SKU01724,168,168,109.0,2026-06-29,2026-07-09,2026-07-09,ST050,1.0
PO01725-1,SUP053,SKU01725,462,462,133.34,2026-05-11,2026-05-18,2026-05-18,ST005,1.0
PO01725-2,SUP053,SKU01725,462,462,133.34,2026-06-05,2026-06-12,2026-06-12,ST005,1.0
PO01725-3,SUP053,SKU01725,462,462,133.34,2026-06-30,2026-07-07,2026-07-07,ST005,1.0
PO01726-1,SUP056,SKU01726,84,84,8.39,2026-05-12,2026-05-20,2026-05-20,ST012,1.0
PO01726-2,SUP056,SKU01726,84,84,8.39,2026-06-06,2026-06-14,2026-06-14,ST012,1.0
PO01726-3,SUP056,SKU01726,84,84,8.39,2026-07-01,2026-07-09,2026-07-09,ST012,1.0
PO01727-1,SUP059,SKU01727,224,224,19.7,2026-05-13,2026-05-22,2026-05-22,ST019,1.0
PO01727-2,SUP059,SKU01727,224,224,19.7,2026-06-07,2026-06-16,2026-06-16,ST019,1.0
PO01727-3,SUP059,SKU01727,224,224,19.7,2026-07-02,2026-07-11,2026-07-11,ST019,1.0
PO01728-1,SUP062,SKU01728,224,224,38.14,2026-05-14,2026-05-24,2026-05-24,ST026,1.0
PO01728-2,SUP062,SKU01728,224,224,38.14,2026-06-08,2026-06-18,2026-06-18,ST026,1.0
PO01728-3,SUP062,SKU01728,224,224,38.14,2026-07-03,2026-07-13,2026-07-13,ST026,1.0
PO01729-1,SUP065,SKU01729,518,518,43.59,2026-05-15,2026-05-22,2026-05-22,ST033,1.0
PO01729-2,SUP065,SKU01729,518,518,43.59,2026-06-09,2026-06-16,2026-06-16,ST033,1.0
PO01729-3,SUP065,SKU01729,518,518,43.59,2026-07-04,2026-07-11,2026-07-11,ST033,1.0
PO01730-1,SUP068,SKU01730,42,42,56.31,2026-05-09,2026-05-17,2026-05-17,ST040,1.0
PO01730-2,SUP068,SKU01730,42,42,56.31,2026-06-03,2026-06-11,2026-06-11,ST040,1.0
PO01730-3,SUP068,SKU01730,42,42,56.31,2026-06-28,2026-07-06,2026-07-06,ST040,1.0
PO01731-1,SUP071,SKU01731,280,280,65.28,2026-05-10,2026-05-19,2026-05-19,ST047,1.0
PO01731-2,SUP071,SKU01731,280,280,65.28,2026-06-04,2026-06-13,2026-06-13,ST047,1.0
PO01731-3,SUP071,SKU01731,280,280,65.28,2026-06-29,2026-07-08,2026-07-08,ST047,1.0
PO01732-1,SUP074,SKU01732,280,280,81.41,2026-05-11,2026-05-21,2026-05-21,ST002,1.0
PO01732-2,SUP074,SKU01732,280,280,81.41,2026-06-05,2026-06-15,2026-06-15,ST002,1.0
PO01732-3,SUP074,SKU01732,280,280,81.41,2026-06-30,2026-07-10,2026-07-10,ST002,1.0
PO01733-1,SUP077,SKU01733,574,574,83.37,2026-05-12,2026-05-19,2026-05-19,ST009,1.0
PO01733-2,SUP077,SKU01733,574,574,83.37,2026-06-06,2026-06-13,2026-06-13,ST009,1.0
PO01733-3,SUP077,SKU01733,574,574,83.37,2026-07-01,2026-07-08,2026-07-08,ST009,1.0
PO01734-1,SUP080,SKU01734,98,98,112.35,2026-05-13,2026-05-21,2026-05-21,ST016,1.0
PO01734-2,SUP080,SKU01734,98,98,112.35,2026-06-07,2026-06-15,2026-06-15,ST016,1.0
PO01734-3,SUP080,SKU01734,98,98,112.35,2026-07-02,2026-07-10,2026-07-10,ST016,1.0
PO01735-1,SUP003,SKU01735,336,336,118.0,2026-05-14,2026-05-23,2026-05-23,ST023,1.0
PO01735-2,SUP003,SKU01735,336,336,118.0,2026-06-08,2026-06-17,2026-06-17,ST023,1.0
PO01735-3,SUP003,SKU01735,336,336,118.0,2026-07-03,2026-07-12,2026-07-12,ST023,1.0
PO01736-1,SUP006,SKU01736,336,336,107.48,2026-05-15,2026-05-25,2026-05-25,ST030,1.0
PO01736-2,SUP006,SKU01736,336,336,107.48,2026-06-09,2026-06-19,2026-06-19,ST030,1.0
PO01736-3,SUP006,SKU01736,336,336,107.48,2026-07-04,2026-07-14,2026-07-14,ST030,1.0
PO01737-1,SUP009,SKU01737,630,630,16.2,2026-05-09,2026-05-16,2026-05-16,ST037,1.0
PO01737-2,SUP009,SKU01737,630,630,16.2,2026-06-03,2026-06-10,2026-06-10,ST037,1.0
PO01737-3,SUP009,SKU01737,630,630,16.2,2026-06-28,2026-07-05,2026-07-05,ST037,1.0
PO01738-1,SUP012,SKU01738,56,56,26.61,2026-05-10,2026-05-18,2026-05-18,ST044,1.0
PO01738-2,SUP012,SKU01738,56,56,26.61,2026-06-04,2026-06-12,2026-06-12,ST044,1.0
PO01738-3,SUP012,SKU01738,56,56,26.61,2026-06-29,2026-07-07,2026-07-07,ST044,1.0
PO01739-1,SUP015,SKU01739,392,392,38.89,2026-05-11,2026-05-20,2026-05-20,ST051,1.0
PO01739-2,SUP015,SKU01739,392,392,38.89,2026-06-05,2026-06-14,2026-06-14,ST051,1.0
PO01739-3,SUP015,SKU01739,392,392,38.89,2026-06-30,2026-07-09,2026-07-09,ST051,1.0
PO01740-1,SUP018,SKU01740,112,112,48.78,2026-05-12,2026-05-22,2026-05-22,ST006,1.0
PO01740-2,SUP018,SKU01740,112,112,48.78,2026-06-06,2026-06-16,2026-06-16,ST006,1.0
PO01740-3,SUP018,SKU01740,112,112,48.78,2026-07-01,2026-07-11,2026-07-11,ST006,1.0
PO01741-1,SUP021,SKU01741,266,266,58.79,2026-05-13,2026-05-20,2026-05-20,ST013,1.0
PO01741-2,SUP021,SKU01741,266,266,58.79,2026-06-07,2026-06-14,2026-06-14,ST013,1.0
PO01741-3,SUP021,SKU01741,266,266,58.79,2026-07-02,2026-07-09,2026-07-09,ST013,1.0
PO01742-1,SUP024,SKU01742,112,112,73.65,2026-05-14,2026-05-22,2026-05-22,ST020,1.0
PO01742-2,SUP024,SKU01742,112,112,73.65,2026-06-08,2026-06-16,2026-06-16,ST020,1.0
PO01742-3,SUP024,SKU01742,112,112,73.65,2026-07-03,2026-07-11,2026-07-11,ST020,1.0
PO01743-1,SUP027,SKU01743,448,448,92.66,2026-05-15,2026-05-24,2026-05-24,ST027,1.0
PO01743-2,SUP027,SKU01743,448,448,92.66,2026-06-09,2026-06-18,2026-06-18,ST027,1.0
PO01743-3,SUP027,SKU01743,448,448,92.66,2026-07-04,2026-07-13,2026-07-13,ST027,1.0
PO01744-1,SUP030,SKU01744,168,168,78.84,2026-05-09,2026-05-19,2026-05-19,ST034,1.0
PO01744-2,SUP030,SKU01744,168,168,78.84,2026-06-03,2026-06-13,2026-06-13,ST034,1.0
PO01744-3,SUP030,SKU01744,168,168,78.84,2026-06-28,2026-07-08,2026-07-08,ST034,1.0
PO01745-1,SUP033,SKU01745,322,322,107.08,2026-05-10,2026-05-17,2026-05-17,ST041,1.0
PO01745-2,SUP033,SKU01745,322,322,107.08,2026-06-04,2026-06-11,2026-06-11,ST041,1.0
PO01745-3,SUP033,SKU01745,322,322,107.08,2026-06-29,2026-07-06,2026-07-06,ST041,1.0
PO01746-1,SUP036,SKU01746,70,70,111.88,2026-05-11,2026-05-19,2026-05-19,ST048,1.0
PO01746-2,SUP036,SKU01746,70,70,111.88,2026-06-05,2026-06-13,2026-06-13,ST048,1.0
PO01746-3,SUP036,SKU01746,70,70,111.88,2026-06-30,2026-07-08,2026-07-08,ST048,1.0
PO01747-1,SUP039,SKU01747,504,504,124.79,2026-05-12,2026-05-21,2026-05-21,ST003,1.0
PO01747-2,SUP039,SKU01747,504,504,124.79,2026-06-06,2026-06-15,2026-06-15,ST003,1.0
PO01747-3,SUP039,SKU01747,504,504,124.79,2026-07-01,2026-07-10,2026-07-10,ST003,1.0
PO01748-1,SUP042,SKU01748,224,224,22.26,2026-05-13,2026-05-23,2026-05-23,ST010,1.0
PO01748-2,SUP042,SKU01748,224,224,22.26,2026-06-07,2026-06-17,2026-06-17,ST010,1.0
PO01748-3,SUP042,SKU01748,224,224,22.26,2026-07-02,2026-07-12,2026-07-12,ST010,1.0
PO01749-1,SUP045,SKU01749,378,378,21.41,2026-05-14,2026-05-21,2026-05-21,ST017,1.0
PO01749-2,SUP045,SKU01749,378,378,21.41,2026-06-08,2026-06-15,2026-06-15,ST017,1.0
PO01749-3,SUP045,SKU01749,378,378,21.41,2026-07-03,2026-07-10,2026-07-10,ST017,1.0
PO01750-1,SUP048,SKU01750,28,28,35.97,2026-05-15,2026-05-23,2026-05-23,ST024,1.0
PO01750-2,SUP048,SKU01750,28,28,35.97,2026-06-09,2026-06-17,2026-06-17,ST024,1.0
PO01750-3,SUP048,SKU01750,28,28,35.97,2026-07-04,2026-07-12,2026-07-12,ST024,1.0
PO01751-1,SUP051,SKU01751,210,210,53.0,2026-05-09,2026-05-18,2026-05-18,ST031,1.0
PO01751-2,SUP051,SKU01751,210,210,53.0,2026-06-03,2026-06-12,2026-06-12,ST031,1.0
PO01751-3,SUP051,SKU01751,210,210,53.0,2026-06-28,2026-07-07,2026-07-07,ST031,1.0
PO01752-1,SUP054,SKU01752,280,280,75.41,2026-05-10,2026-05-20,2026-05-20,ST038,1.0
PO01752-2,SUP054,SKU01752,280,280,75.41,2026-06-04,2026-06-14,2026-06-14,ST038,1.0
PO01752-3,SUP054,SKU01752,280,280,75.41,2026-06-29,2026-07-09,2026-07-09,ST038,1.0
PO01753-1,SUP057,SKU01753,434,434,91.56,2026-05-11,2026-05-18,2026-05-18,ST045,1.0
PO01753-2,SUP057,SKU01753,434,434,91.56,2026-06-05,2026-06-12,2026-06-12,ST045,1.0
PO01753-3,SUP057,SKU01753,434,434,91.56,2026-06-30,2026-07-07,2026-07-07,ST045,1.0
PO01754-1,SUP060,SKU01754,84,84,87.16,2026-05-12,2026-05-20,2026-05-20,ST052,1.0
PO01754-2,SUP060,SKU01754,84,84,87.16,2026-06-06,2026-06-14,2026-06-14,ST052,1.0
PO01754-3,SUP060,SKU01754,84,84,87.16,2026-07-01,2026-07-09,2026-07-09,ST052,1.0
PO01755-1,SUP063,SKU01755,266,266,93.53,2026-05-13,2026-05-22,2026-05-22,ST007,1.0
PO01755-2,SUP063,SKU01755,266,266,93.53,2026-06-07,2026-06-16,2026-06-16,ST007,1.0
PO01755-3,SUP063,SKU01755,266,266,93.53,2026-07-02,2026-07-11,2026-07-11,ST007,1.0
PO01756-1,SUP066,SKU01756,336,336,111.57,2026-05-14,2026-05-24,2026-05-24,ST014,1.0
PO01756-2,SUP066,SKU01756,336,336,111.57,2026-06-08,2026-06-18,2026-06-18,ST014,1.0
PO01756-3,SUP066,SKU01756,336,336,111.57,2026-07-03,2026-07-13,2026-07-13,ST014,1.0
PO01757-1,SUP069,SKU01757,490,490,137.8,2026-05-15,2026-05-22,2026-05-22,ST021,1.0
PO01757-2,SUP069,SKU01757,490,490,137.8,2026-06-09,2026-06-16,2026-06-16,ST021,1.0
PO01757-3,SUP069,SKU01757,490,490,137.8,2026-07-04,2026-07-11,2026-07-11,ST021,1.0
PO01758-1,SUP072,SKU01758,42,42,10.2,2026-05-09,2026-05-17,2026-05-17,ST028,1.0
PO01758-2,SUP072,SKU01758,42,42,10.2,2026-06-03,2026-06-11,2026-06-11,ST028,1.0
PO01758-3,SUP072,SKU01758,42,42,10.2,2026-06-28,2026-07-06,2026-07-06,ST028,1.0
PO01759-1,SUP075,SKU01759,322,322,16.82,2026-05-10,2026-05-19,2026-05-19,ST035,1.0
PO01759-2,SUP075,SKU01759,322,322,16.82,2026-06-04,2026-06-13,2026-06-13,ST035,1.0
PO01759-3,SUP075,SKU01759,322,322,16.82,2026-06-29,2026-07-08,2026-07-08,ST035,1.0
PO01760-1,SUP078,SKU01760,112,112,38.68,2026-05-11,2026-05-21,2026-05-21,ST042,1.0
PO01760-2,SUP078,SKU01760,112,112,38.68,2026-06-05,2026-06-15,2026-06-15,ST042,1.0
PO01760-3,SUP078,SKU01760,112,112,38.68,2026-06-30,2026-07-10,2026-07-10,ST042,1.0
PO01761-1,SUP001,SKU01761,546,546,46.01,2026-05-12,2026-05-19,2026-05-19,ST049,1.0
PO01761-2,SUP001,SKU01761,546,546,46.01,2026-06-06,2026-06-13,2026-06-13,ST049,1.0
PO01761-3,SUP001,SKU01761,546,546,46.01,2026-07-01,2026-07-08,2026-07-08,ST049,1.0
PO01762-1,SUP004,SKU01762,98,98,56.53,2026-05-13,2026-05-21,2026-05-21,ST004,1.0
PO01762-2,SUP004,SKU01762,98,98,56.53,2026-06-07,2026-06-15,2026-06-15,ST004,1.0
PO01762-3,SUP004,SKU01762,98,98,56.53,2026-07-02,2026-07-10,2026-07-10,ST004,1.0
PO01763-1,SUP007,SKU01763,378,378,69.38,2026-05-14,2026-05-23,2026-05-23,ST011,1.0
PO01763-2,SUP007,SKU01763,378,378,69.38,2026-06-08,2026-06-17,2026-06-17,ST011,1.0
PO01763-3,SUP007,SKU01763,378,378,69.38,2026-07-03,2026-07-12,2026-07-12,ST011,1.0
PO01764-1,SUP010,SKU01764,168,168,82.72,2026-05-15,2026-05-25,2026-05-25,ST018,1.0
PO01764-2,SUP010,SKU01764,168,168,82.72,2026-06-09,2026-06-19,2026-06-19,ST018,1.0
PO01764-3,SUP010,SKU01764,168,168,82.72,2026-07-04,2026-07-14,2026-07-14,ST018,1.0
PO01765-1,SUP013,SKU01765,602,602,80.68,2026-05-09,2026-05-16,2026-05-16,ST025,1.0
PO01765-2,SUP013,SKU01765,602,602,80.68,2026-06-03,2026-06-10,2026-06-10,ST025,1.0
PO01765-3,SUP013,SKU01765,602,602,80.68,2026-06-28,2026-07-05,2026-07-05,ST025,1.0
PO01766-1,SUP016,SKU01766,56,56,117.35,2026-05-10,2026-05-18,2026-05-18,ST032,1.0
PO01766-2,SUP016,SKU01766,56,56,117.35,2026-06-04,2026-06-12,2026-06-12,ST032,1.0
PO01766-3,SUP016,SKU01766,56,56,117.35,2026-06-29,2026-07-07,2026-07-07,ST032,1.0
PO01767-1,SUP019,SKU01767,434,434,111.52,2026-05-11,2026-05-20,2026-05-20,ST039,1.0
PO01767-2,SUP019,SKU01767,434,434,111.52,2026-06-05,2026-06-14,2026-06-14,ST039,1.0
PO01767-3,SUP019,SKU01767,434,434,111.52,2026-06-30,2026-07-09,2026-07-09,ST039,1.0
PO01768-1,SUP022,SKU01768,224,224,145.19,2026-05-12,2026-05-22,2026-05-22,ST046,1.0
PO01768-2,SUP022,SKU01768,224,224,145.19,2026-06-06,2026-06-16,2026-06-16,ST046,1.0
PO01768-3,SUP022,SKU01768,224,224,145.19,2026-07-01,2026-07-11,2026-07-11,ST046,1.0
PO01769-1,SUP025,SKU01769,658,658,17.91,2026-05-13,2026-05-20,2026-05-20,ST001,1.0
PO01769-2,SUP025,SKU01769,658,658,17.91,2026-06-07,2026-06-14,2026-06-14,ST001,1.0
PO01769-3,SUP025,SKU01769,658,658,17.91,2026-07-02,2026-07-09,2026-07-09,ST001,1.0
PO01770-1,SUP028,SKU01770,112,112,27.86,2026-05-14,2026-05-22,2026-05-22,ST008,1.0
PO01770-2,SUP028,SKU01770,112,112,27.86,2026-06-08,2026-06-16,2026-06-16,ST008,1.0
PO01770-3,SUP028,SKU01770,112,112,27.86,2026-07-03,2026-07-11,2026-07-11,ST008,1.0
PO01771-1,SUP031,SKU01771,490,490,54.86,2026-05-15,2026-05-24,2026-05-24,ST015,1.0
PO01771-2,SUP031,SKU01771,490,490,54.86,2026-06-09,2026-06-18,2026-06-18,ST015,1.0
PO01771-3,SUP031,SKU01771,490,490,54.86,2026-07-04,2026-07-13,2026-07-13,ST015,1.0
PO01772-1,SUP034,SKU01772,280,280,43.91,2026-05-09,2026-05-19,2026-05-19,ST022,1.0
PO01772-2,SUP034,SKU01772,280,280,43.91,2026-06-03,2026-06-13,2026-06-13,ST022,1.0
PO01772-3,SUP034,SKU01772,280,280,43.91,2026-06-28,2026-07-08,2026-07-08,ST022,1.0
PO01773-1,SUP037,SKU01773,294,294,57.15,2026-05-10,2026-05-17,2026-05-17,ST029,1.0
PO01773-2,SUP037,SKU01773,294,294,57.15,2026-06-04,2026-06-11,2026-06-11,ST029,1.0
PO01773-3,SUP037,SKU01773,294,294,57.15,2026-06-29,2026-07-06,2026-07-06,ST029,1.0
PO01774-1,SUP040,SKU01774,70,70,68.84,2026-05-11,2026-05-19,2026-05-19,ST036,1.0
PO01774-2,SUP040,SKU01774,70,70,68.84,2026-06-05,2026-06-13,2026-06-13,ST036,1.0
PO01774-3,SUP040,SKU01774,70,70,68.84,2026-06-30,2026-07-08,2026-07-08,ST036,1.0
PO01775-1,SUP043,SKU01775,196,196,83.93,2026-05-12,2026-05-21,2026-05-21,ST043,1.0
PO01775-2,SUP043,SKU01775,196,196,83.93,2026-06-06,2026-06-15,2026-06-15,ST043,1.0
PO01775-3,SUP043,SKU01775,196,196,83.93,2026-07-01,2026-07-10,2026-07-10,ST043,1.0
PO01776-1,SUP046,SKU01776,336,336,104.16,2026-05-13,2026-05-23,2026-05-23,ST050,1.0
PO01776-2,SUP046,SKU01776,336,336,104.16,2026-06-07,2026-06-17,2026-06-17,ST050,1.0
PO01776-3,SUP046,SKU01776,336,336,104.16,2026-07-02,2026-07-12,2026-07-12,ST050,1.0
PO01777-1,SUP049,SKU01777,350,350,107.41,2026-05-14,2026-05-21,2026-05-21,ST005,1.0
PO01777-2,SUP049,SKU01777,350,350,107.41,2026-06-08,2026-06-15,2026-06-15,ST005,1.0
PO01777-3,SUP049,SKU01777,350,350,107.41,2026-07-03,2026-07-10,2026-07-10,ST005,1.0
PO01778-1,SUP052,SKU01778,28,28,137.55,2026-05-15,2026-05-23,2026-05-23,ST012,1.0
PO01778-2,SUP052,SKU01778,28,28,137.55,2026-06-09,2026-06-17,2026-06-17,ST012,1.0
PO01778-3,SUP052,SKU01778,28,28,137.55,2026-07-04,2026-07-12,2026-07-12,ST012,1.0
PO01779-1,SUP055,SKU01779,252,252,7.13,2026-05-09,2026-05-18,2026-05-18,ST019,1.0
PO01779-2,SUP055,SKU01779,252,252,7.13,2026-06-03,2026-06-12,2026-06-12,ST019,1.0
PO01779-3,SUP055,SKU01779,252,252,7.13,2026-06-28,2026-07-07,2026-07-07,ST019,1.0
PO01780-1,SUP058,SKU01780,112,112,27.96,2026-05-10,2026-05-20,2026-05-20,ST026,1.0
PO01780-2,SUP058,SKU01780,112,112,27.96,2026-06-04,2026-06-14,2026-06-14,ST026,1.0
PO01780-3,SUP058,SKU01780,112,112,27.96,2026-06-29,2026-07-09,2026-07-09,ST026,1.0
PO01781-1,SUP061,SKU01781,406,406,27.82,2026-05-11,2026-05-18,2026-05-18,ST033,1.0
PO01781-2,SUP061,SKU01781,406,406,27.82,2026-06-05,2026-06-12,2026-06-12,ST033,1.0
PO01781-3,SUP061,SKU01781,406,406,27.82,2026-06-30,2026-07-07,2026-07-07,ST033,1.0
PO01782-1,SUP064,SKU01782,84,84,45.91,2026-05-12,2026-05-20,2026-05-20,ST040,1.0
PO01782-2,SUP064,SKU01782,84,84,45.91,2026-06-06,2026-06-14,2026-06-14,ST040,1.0
PO01782-3,SUP064,SKU01782,84,84,45.91,2026-07-01,2026-07-09,2026-07-09,ST040,1.0
PO01783-1,SUP067,SKU01783,308,308,53.89,2026-05-13,2026-05-22,2026-05-22,ST047,1.0
PO01783-2,SUP067,SKU01783,308,308,53.89,2026-06-07,2026-06-16,2026-06-16,ST047,1.0
PO01783-3,SUP067,SKU01783,308,308,53.89,2026-07-02,2026-07-11,2026-07-11,ST047,1.0
PO01784-1,SUP070,SKU01784,168,168,76.16,2026-05-14,2026-05-24,2026-05-24,ST002,1.0
PO01784-2,SUP070,SKU01784,168,168,76.16,2026-06-08,2026-06-18,2026-06-18,ST002,1.0
PO01784-3,SUP070,SKU01784,168,168,76.16,2026-07-03,2026-07-13,2026-07-13,ST002,1.0
PO01785-1,SUP073,SKU01785,462,462,68.62,2026-05-15,2026-05-22,2026-05-22,ST009,1.0
PO01785-2,SUP073,SKU01785,462,462,68.62,2026-06-09,2026-06-16,2026-06-16,ST009,1.0
PO01785-3,SUP073,SKU01785,462,462,68.62,2026-07-04,2026-07-11,2026-07-11,ST009,1.0
PO01786-1,SUP076,SKU01786,42,42,72.69,2026-05-09,2026-05-17,2026-05-17,ST016,1.0
PO01786-2,SUP076,SKU01786,42,42,72.69,2026-06-03,2026-06-11,2026-06-11,ST016,1.0
PO01786-3,SUP076,SKU01786,42,42,72.69,2026-06-28,2026-07-06,2026-07-06,ST016,1.0
PO01787-1,SUP079,SKU01787,364,364,90.54,2026-05-10,2026-05-19,2026-05-19,ST023,1.0
PO01787-2,SUP079,SKU01787,364,364,90.54,2026-06-04,2026-06-13,2026-06-13,ST023,1.0
PO01787-3,SUP079,SKU01787,364,364,90.54,2026-06-29,2026-07-08,2026-07-08,ST023,1.0
PO01788-1,SUP002,SKU01788,224,224,107.47,2026-05-11,2026-05-21,2026-05-21,ST030,1.0
PO01788-2,SUP002,SKU01788,224,224,107.47,2026-06-05,2026-06-15,2026-06-15,ST030,1.0
PO01788-3,SUP002,SKU01788,224,224,107.47,2026-06-30,2026-07-10,2026-07-10,ST030,1.0
PO01789-1,SUP005,SKU01789,518,518,137.01,2026-05-12,2026-05-19,2026-05-19,ST037,1.0
PO01789-2,SUP005,SKU01789,518,518,137.01,2026-06-06,2026-06-13,2026-06-13,ST037,1.0
PO01789-3,SUP005,SKU01789,518,518,137.01,2026-07-01,2026-07-08,2026-07-08,ST037,1.0
PO01790-1,SUP008,SKU01790,98,98,11.88,2026-05-13,2026-05-21,2026-05-21,ST044,1.0
PO01790-2,SUP008,SKU01790,98,98,11.88,2026-06-07,2026-06-15,2026-06-15,ST044,1.0
PO01790-3,SUP008,SKU01790,98,98,11.88,2026-07-02,2026-07-10,2026-07-10,ST044,1.0
PO01791-1,SUP011,SKU01791,420,420,29.09,2026-05-14,2026-05-23,2026-05-23,ST051,1.0
PO01791-2,SUP011,SKU01791,420,420,29.09,2026-06-08,2026-06-17,2026-06-17,ST051,1.0
PO01791-3,SUP011,SKU01791,420,420,29.09,2026-07-03,2026-07-12,2026-07-12,ST051,1.0
PO01792-1,SUP014,SKU01792,280,280,49.35,2026-05-15,2026-05-25,2026-05-25,ST006,1.0
PO01792-2,SUP014,SKU01792,280,280,49.35,2026-06-09,2026-06-19,2026-06-19,ST006,1.0
PO01792-3,SUP014,SKU01792,280,280,49.35,2026-07-04,2026-07-14,2026-07-14,ST006,1.0
PO01793-1,SUP017,SKU01793,574,574,51.41,2026-05-09,2026-05-16,2026-05-16,ST013,1.0
PO01793-2,SUP017,SKU01793,574,574,51.41,2026-06-03,2026-06-10,2026-06-10,ST013,1.0
PO01793-3,SUP017,SKU01793,574,574,51.41,2026-06-28,2026-07-05,2026-07-05,ST013,1.0
PO01794-1,SUP020,SKU01794,56,56,60.85,2026-05-10,2026-05-18,2026-05-18,ST020,1.0
PO01794-2,SUP020,SKU01794,56,56,60.85,2026-06-04,2026-06-12,2026-06-12,ST020,1.0
